rank,word,score,doc_freq,corpus_freq
2614,spielen,0.034,1,1
2615,dienste,0.034,1,1
2616,wechsel,0.034,1,1
2617,bedingt,0.034,1,1
2618,komplex,0.034,1,1
2619,sandbox,0.034,1,1
2620,optimal,0.034,1,1
2621,stehen,0.034,2,3
2622,region,0.034,2,3
2623,gehostet,0.034,2,2
2624,verarbeiten,0.034,6,6
2625,szenarien,0.034,2,2
2626,publishing,0.034,2,2
2627,rechtschreibfehler,0.034,2,2
2628,eingeben,0.034,1,1
2629,konkrete,0.034,1,1
2630,dutzende,0.034,1,1
2631,markiert,0.034,1,1
2632,schreibt,0.034,1,1
2633,hook,0.034,1,2
2634,join,0.034,1,2
2635,editoren,0.034,1,1
2636,helpdesk,0.034,1,1
2637,annehmen,0.034,1,1
2638,ähnliche,0.034,1,1
2639,skus,0.034,1,2
2640,wertvoll,0.034,1,1
2641,einlesen,0.034,1,1
2642,encoding,0.034,1,1
2643,pool,0.034,1,2
2644,präzises,0.034,1,1
2645,direkten,0.034,1,1
2646,effektiv,0.034,1,1
2647,wone,0.034,1,2
2648,einziger,0.034,1,1
2649,finanzen,0.034,1,1
2650,verträge,0.034,1,1
2651,besseres,0.034,1,1
2652,erzielen,0.034,3,3
2653,tipps,0.034,2,2
2654,hinaus,0.034,2,2
2655,format,0.034,5,7
2656,browser,0.034,6,9
2657,sicher,0.034,2,3
2658,length,0.033,2,3
2659,sprache,0.033,5,5
2660,fünf,0.033,5,7
2661,dokumentation,0.033,5,5
2662,macht,0.033,7,8
2663,phi,0.033,2,2
2664,print,0.033,4,6
2665,bestätigung,0.033,2,2
2666,settimeout,0.033,2,2
2667,dokumente,0.033,5,6
2668,reine,0.033,2,3
2669,anhand,0.033,3,3
2670,wirklich,0.033,2,2
2671,rat,0.033,1,1
2672,bzw,0.033,1,1
2673,schwierig,0.033,3,3
2674,stelle,0.033,1,1
2675,meiner,0.033,1,1
2676,zwecke,0.033,1,1
2677,parsen,0.033,1,1
2678,ähneln,0.033,1,1
2679,sachen,0.033,1,1
2680,kaufen,0.033,1,1
2681,ziehen,0.033,1,1
2682,genügt,0.033,1,1
2683,tables,0.033,1,1
2684,hosten,0.033,1,1
2685,usw,0.033,1,2
2686,schaue,0.033,1,1
2687,art,0.033,1,2
2688,tweets,0.033,1,1
2689,suchen,0.033,1,1
2690,script,0.033,1,1
2691,ordner,0.033,1,1
2692,upside,0.033,1,1
2693,making,0.033,1,1
2694,yufeng,0.033,1,1
2695,tun,0.033,2,3
2696,potenzielle,0.032,2,2
2697,adresse,0.032,1,1
2698,feldern,0.032,1,1
2699,vanilla,0.032,1,1
2700,fehlerr,0.032,1,1
2701,richtig,0.032,1,1
2702,gehören,0.032,1,1
2703,netlify,0.032,1,1
2704,secrets,0.032,1,1
2705,saas,0.032,4,11
2706,legen,0.032,2,2
2707,indem,0.032,3,4
2708,automatisieren,0.032,5,5
2709,dinge,0.032,2,2
2710,client,0.032,2,2
2711,eignet,0.032,2,2
2712,vielen,0.032,4,5
2713,real,0.031,2,4
2714,mail,0.031,4,8
2715,docs,0.031,3,4
2716,darüber,0.031,3,3
2717,fuhr,0.031,1,1
2718,wort,0.031,1,1
2719,ddos,0.031,1,1
2720,inkl,0.031,1,1
2721,mwst,0.031,1,1
2722,ruby,0.031,1,1
2723,rust,0.031,1,1
2724,many,0.031,1,1
2725,baut,0.031,1,1
2726,meisten,0.031,6,8
2727,einfache,0.031,8,13
2728,leisten,0.031,1,1
2729,keynote,0.031,1,1
2730,konsole,0.031,1,1
2731,control,0.031,1,1
2732,sichere,0.031,1,1
2733,verfügt,0.031,1,1
2734,befehle,0.031,1,1
2735,vereint,0.031,1,1
2736,beheben,0.031,1,1
2737,risiken,0.031,1,1
2738,zielten,0.031,1,1
2739,peering,0.031,1,1
2740,seitens,0.031,1,1
2741,basiert,0.031,1,1
2742,handeln,0.031,1,1
2743,zukunft,0.031,1,1
2744,einzige,0.031,1,1
2745,doppelt,0.031,1,1
2746,neutral,0.031,1,1
2747,decoded,0.031,1,1
2748,kontakt,0.031,1,1
2749,fördern,0.031,1,1
2750,pionier,0.031,1,1
2751,integrieren,0.031,4,5
2752,anwendungsfälle,0.031,8,9
2753,blog,0.031,2,2
2754,setzen,0.031,2,2
2755,loggen,0.031,2,2
2756,lohnt,0.031,4,5
2757,dank,0.031,3,5
2758,schutz,0.03,2,2
2759,zugang,0.03,2,2
2760,worker,0.03,2,2
2761,april,0.03,1,1
2762,stufe,0.03,1,1
2763,jyoti,0.03,1,1
2764,group,0.03,1,1
2765,trägt,0.03,1,1
2766,weise,0.03,1,1
2767,sorgt,0.03,1,1
2768,bezug,0.03,1,1
2769,höhere,0.03,3,4
2770,wert,0.03,3,3
2771,fehler,0.03,7,14
2772,optional,0.03,2,2
2773,müssen,0.03,6,10
2774,eigene,0.03,10,13
2775,verfügbar,0.03,9,12
2776,nutzen,0.03,5,7
2777,corp,0.03,1,1
2778,tage,0.03,1,1
2779,jahr,0.03,1,1
2780,crop,0.03,1,1
2781,lage,0.03,1,1
2782,kurz,0.03,1,1
2783,euro,0.03,1,1
2784,farm,0.03,1,1
2785,farb,0.03,1,1
2786,juni,0.03,1,1
2787,land,0.03,1,1
2788,berlin,0.03,2,2
2789,findet,0.03,2,2
2790,suche,0.03,3,4
2791,texten,0.03,3,4
2792,überall,0.03,1,1
2793,schnitt,0.03,1,1
2794,mobilen,0.03,1,1
2795,geräten,0.03,1,1
2796,schützt,0.03,1,1
2797,manuell,0.03,1,1
2798,chatbot,0.03,1,1
2799,täglich,0.03,1,1
2800,geprüft,0.03,1,1
2801,webhook,0.03,1,1
2802,rohtext,0.03,1,1
2803,version,0.03,1,1
2804,entwurf,0.03,1,1
2805,publish,0.03,1,1
2806,boolean,0.03,1,1
2807,eingabe,0.03,1,1
2808,letztem,0.03,1,1
2809,wichtig,0.03,1,1
2810,matchen,0.03,1,1
2811,strings,0.03,1,1
2812,queries,0.03,1,1
2813,schaden,0.03,1,1
2814,newline,0.03,1,1
2815,zählung,0.03,1,1
2816,münchen,0.03,1,1
2817,versand,0.03,1,1
2818,letzter,0.03,1,1
2819,tickets,0.03,1,1
2820,medizin,0.03,1,1
2821,technik,0.03,1,1
2822,benefit,0.03,1,1
2823,saubere,0.03,1,1
2824,archive,0.03,1,1
2825,finance,0.03,1,1
2826,reports,0.03,1,1
2827,ranking,0.03,1,1
2828,offset,0.029,1,1
2829,extrem,0.029,1,1
2830,single,0.029,1,1
2831,simpel,0.029,1,1
2832,spielt,0.029,1,1
2833,größer,0.029,1,1
2834,primär,0.029,1,1
2835,valide,0.029,1,1
2836,streng,0.029,1,1
2837,ablauf,0.029,1,1
2838,ergibt,0.029,1,1
2839,sätzen,0.029,1,1
2840,median,0.029,1,1
2841,tool,0.029,4,9
2842,llms,0.029,3,3
2843,edge,0.029,2,3
2844,support,0.029,4,5
2845,prozess,0.029,2,2
2846,false,0.029,5,7
2847,input,0.029,2,3
2848,500ms,0.029,2,3
2849,teilen,0.029,5,5
2850,erkennt,0.029,3,3
2851,pipelines,0.029,3,3
2852,search,0.029,2,2
2853,steht,0.028,4,4
2854,jedem,0.028,3,4
2855,eng,0.028,2,2
2856,daten,0.028,13,37
2857,eigenes,0.028,2,2
2858,vps,0.028,2,2
2859,typ,0.028,4,6
2860,erfolg,0.028,5,5
2861,ihres,0.028,4,6
2862,guides,0.028,1,1
2863,dauert,0.028,1,1
2864,apikey,0.028,1,1
2865,waitms,0.028,1,1
2866,absatz,0.028,1,1
2867,export,0.028,1,1
2868,bleibt,0.028,1,1
2869,xxx,0.028,1,2
2870,dotenv,0.028,1,1
2871,vercel,0.028,1,1
2872,github,0.028,1,1
2873,cases,0.028,2,3
2874,bietet,0.028,8,9
2875,gibt,0.028,5,11
2876,zeigen,0.028,3,3
2877,drei,0.027,4,5
2878,web,0.027,2,2
2879,nutzer,0.027,7,12
2880,schön,0.027,1,1
2881,glück,0.027,1,1
2882,lernt,0.027,1,1
2883,audio,0.027,1,1
2884,fotos,0.027,1,1
2885,genau,0.027,1,1
2886,meine,0.027,1,1
2887,scans,0.027,1,1
2888,netze,0.027,1,1
2889,wählt,0.027,1,1
2890,halte,0.027,1,1
2891,covid,0.027,1,1
2892,proof,0.027,1,1
2893,bitte,0.027,1,1
2894,zeile,0.027,1,1
2895,laden,0.027,1,1
2896,tolle,0.027,1,1
2897,beide,0.027,1,1
2898,datei,0.027,1,1
2899,bills,0.027,1,1
2900,serie,0.027,1,1
2901,treffen,0.027,2,2
2902,auswahl,0.027,2,2
2903,stärker,0.027,2,2
2904,bleiben,0.027,2,2
2905,php,0.027,2,4
2906,ziel,0.027,3,5
2907,konnte,0.027,3,3
2908,min,0.027,3,8
2909,vms,0.027,1,2
2910,ganzen,0.027,1,1
2911,remote,0.027,1,1
2912,nichts,0.027,1,1
2913,befehl,0.027,1,1
2914,kurzem,0.027,1,1
2915,images,0.027,1,1
2916,voraus,0.027,1,1
2917,hybrid,0.027,1,1
2918,vpc,0.027,1,2
2919,levels,0.027,1,1
2920,voller,0.027,1,1
2921,sorgen,0.027,1,1
2922,planen,0.027,1,1
2923,decken,0.027,1,1
2924,laufen,0.027,1,1
2925,carbon,0.027,1,1
2926,picker,0.027,1,1
2927,events,0.027,1,1
2928,chance,0.027,1,1
2929,spitze,0.027,1,1
2930,sowohl,0.027,5,7
2931,läuft,0.026,2,2
2932,hohem,0.026,2,2
2933,ersten,0.026,4,4
2934,erreicht,0.026,5,5
2935,lesezeit,0.026,3,3
2936,true,0.026,5,9
2937,env,0.026,4,8
2938,testen,0.026,6,8
2939,sdk,0.025,2,3
2940,sobald,0.025,1,1
2941,klickt,0.025,1,1
2942,plugin,0.025,1,1
2943,filter,0.025,1,1
2944,inline,0.025,1,1
2945,crm,0.025,1,2
2946,ansatz,0.025,1,1
2947,aufruf,0.025,1,1
2948,claude,0.025,1,1
2949,führen,0.025,1,1
2950,rag,0.025,1,2
2951,exakte,0.025,1,1
2952,create,0.025,1,1
2953,called,0.025,1,1
2954,raw,0.025,1,2
2955,herren,0.025,1,1
2956,würden,0.025,1,1
2957,submit,0.025,1,1
2958,lehrer,0.025,1,1
2959,streak,0.025,1,1
2960,erhalt,0.025,1,1
2961,letzte,0.025,1,1
2962,button,0.025,1,1
2963,inputs,0.025,1,1
2964,ansicht,0.025,2,2
2965,rate,0.025,8,15
2966,liste,0.025,3,3
2967,führt,0.025,4,4
2968,jeden,0.025,5,6
2969,lange,0.025,2,2
2970,regex,0.024,1,1
2971,neigt,0.024,1,1
2972,teuer,0.024,1,1
2973,fehlt,0.024,1,1
2974,notiz,0.024,1,1
2975,passt,0.024,1,1
2976,offen,0.024,1,1
2977,rest,0.024,3,4
2978,june,0.024,1,1
2979,yang,0.024,1,1
2980,ritu,0.024,1,1
2981,vice,0.024,1,1
2982,löst,0.024,1,1
2983,kund,0.024,1,1
2984,dean,0.024,1,1
2985,wahl,0.024,6,7
2986,dies,0.024,4,5
2987,max,0.024,6,10
2988,bevor,0.024,3,3
2989,sendet,0.024,2,2
2990,edtech,0.024,4,5
2991,nah,0.023,1,1
2992,tls,0.023,1,1
2993,sla,0.023,1,1
2994,ideal,0.023,5,5
2995,wählen,0.023,2,2
2996,konto,0.023,1,1
2997,raise,0.023,1,1
2998,logik,0.023,1,1
2999,texts,0.023,1,1
3000,array,0.023,1,1
3001,react,0.023,1,1
3002,redis,0.023,1,1
3003,blick,0.023,1,1
3004,event,0.023,1,1
3005,guide,0.023,9,10
3006,lab,0.022,1,1
3007,built,0.022,1,1
3008,zielt,0.022,1,1
3009,plane,0.022,1,1
3010,pools,0.022,1,1
3011,nodes,0.022,1,1
3012,shell,0.022,1,1
3013,tests,0.022,1,1
3014,suite,0.022,1,1
3015,nativ,0.022,1,1
3016,trust,0.022,1,1
3017,salsa,0.022,1,1
3018,punkt,0.022,1,1
3019,gemäß,0.022,1,1
3020,lösen,0.022,1,1
3021,kreis,0.022,1,1
3022,geben,0.022,1,1
3023,kaum,0.022,2,2
3024,sei,0.022,2,3
3025,thema,0.022,2,2
3026,hohen,0.022,2,2
3027,mühe,0.022,1,1
3028,gebe,0.022,1,1
3029,baby,0.022,1,1
3030,fast,0.022,1,1
3031,fake,0.022,1,1
3032,info,0.022,1,1
3033,demo,0.022,1,1
3034,down,0.022,1,1
3035,deep,0.022,1,1
3036,machen,0.022,2,2
3037,map,0.022,2,4
3038,ende,0.021,4,4
3039,node,0.021,6,14
3040,git,0.021,3,3
3041,code,0.021,8,15
3042,media,0.021,1,1
3043,autor,0.021,1,1
3044,calls,0.021,1,1
3045,berln,0.021,1,1
3046,lengg,0.021,1,1
3047,wohne,0.021,1,1
3048,mails,0.021,1,1
3049,click,0.021,1,1
3050,brevo,0.021,1,1
3051,recht,0.021,1,1
3052,legal,0.021,1,1
3053,frage,0.021,1,1
3054,allen,0.02,2,2
3055,wege,0.02,1,1
3056,500k,0.02,1,1
3057,128k,0.02,1,1
3058,eher,0.02,1,1
3059,20ms,0.02,1,1
3060,sehen,0.019,3,3
3061,sagt,0.019,2,2
3062,länge,0.019,2,2
3063,600ms,0.019,2,2
3064,fazit,0.019,2,2
3065,neu,0.019,7,9
3066,echo,0.018,1,1
3067,site,0.018,1,1
3068,idc,0.018,1,1
3069,pdf,0.018,1,1
3070,zeit,0.018,7,10
3071,logs,0.018,1,1
3072,zero,0.018,1,1
3073,null,0.018,1,1
3074,frei,0.018,1,1
3075,cms,0.018,4,8
3076,fest,0.017,2,2
3077,teams,0.017,3,3
3078,bild,0.017,2,2
3079,java,0.017,3,3
3080,save,0.017,1,1
3081,trim,0.017,1,1
3082,chat,0.017,1,1
3083,test,0.017,1,1
3084,tipp,0.017,1,1
3085,user,0.017,1,1
3086,list,0.017,1,1
3087,satz,0.017,1,1
3088,100k,0.017,1,1
3089,gcp,0.017,2,2
3090,kit,0.016,1,1
3091,gif,0.016,1,1
3092,tab,0.016,1,1
3093,duo,0.016,1,1
3094,ort,0.016,1,1
3095,gar,0.016,1,1
3096,guo,0.016,1,1
3097,news,0.016,2,2
3098,level,0.016,3,3
3099,klar,0.015,2,2
3100,best,0.015,2,2
3101,weg,0.015,2,2
3102,p95,0.015,1,1
3103,5ms,0.015,1,1
3104,push,0.015,2,2
3105,zwei,0.014,7,7
3106,npm,0.014,1,1
3107,pip,0.014,1,1
3108,url,0.014,1,1
3109,hin,0.014,3,4
3110,tau,0.013,1,1
3111,lag,0.013,1,1
3112,zehn,0.013,3,3
3113,märz,0.013,3,3
3114,b2b,0.013,1,1
3115,utf,0.013,1,1
3116,len,0.013,1,1
3117,dom,0.013,1,1
3118,cta,0.013,1,1
3119,cvs,0.013,1,1
3120,roi,0.013,1,1
3121,tag,0.011,3,3
3122,etc,0.011,2,2
